시도,시군구,사고년도,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,기타,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복
부산,강서구,사망[명],0,0,0,0,3,2,1,-,0,0,1,-,0,4,0,3,-,0,1,0,0,0,7,2,1,0,-,0,0,1,0,0,4,3,6,0,-,0,0,0,0,5,3,1,-,0
부산,강서구,부상[명],22,6,1,7,339,238,14,-,3,20,3,-,1,339,202,10,-,4,19,5,3,1,431,292,376,8,-,2,25,7,4,4,417,320,13,2,-,27,4,4,2,446,297,10,-,2
부산,연제구,사고[건],90,36,16,11,336,143,7,-,3,71,20,21,5,231,111,3,-,3,65,15,8,10,195,120,163,-,1,-,49,10,6,9,172,97,2,1,-,70,4,8,9,175,112,3,-,2
부산,연제구,사망[명],1,0,0,0,0,0,0,-,0,3,3,0,0,1,0,0,-,0,0,0,0,0,0,0,1,-,0,-,2,0,0,0,0,1,0,0,-,1,0,0,0,1,0,0,-,0
부산,연제구,부상[명],95,36,17,11,499,236,9,-,3,74,18,21,5,363,162,5,-,4,71,15,8,10,277,198,227,-,4,-,50,10,6,10,223,143,2,1,-,70,4,8,9,261,169,4,-,3
부산,수영구,사고[건],70,21,26,9,253,103,4,1,-,40,16,31,11,220,93,6,-,1,32,11,18,18,202,87,194,1,-,1,52,22,25,12,212,111,3,-,1,57,31,26,12,264,103,5,-,2
부산,수영구,사망[명],0,0,0,0,0,0,1,0,-,2,1,0,0,1,0,0,-,0,0,1,0,0,0,0,0,0,-,0,2,1,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-,0
부산,수영구,부상[명],75,21,27,9,378,181,3,1,-,44,15,31,13,326,146,7,-,1,32,10,18,18,295,144,250,1,-,1,54,24,25,13,305,183,3,-,1,60,30,26,12,377,175,6,-,3
부산,사상구,사고[건],115,23,13,15,480,144,10,-,2,66,27,14,12,368,147,10,2,2,68,25,3,7,252,141,115,3,-,-,60,22,9,18,228,111,6,-,-,55,32,13,16,253,108,6,-,1
부산,사상구,사망[명],7,0,0,0,2,0,0,-,0,1,1,0,0,1,1,1,0,0,3,0,0,0,0,0,3,0,-,-,3,0,0,1,3,1,0,-,-,1,3,0,0,1,2,0,-,0
부산,사상구,부상[명],123,24,39,16,707,234,12,-,3,72,26,14,13,537,241,11,3,2,70,25,3,7,322,217,157,28,-,-,63,23,9,21,307,151,7,-,-,55,30,13,16,357,211,7,-,1
부산,기장군,사고[건],54,10,6,6,197,95,11,2,-,37,4,4,3,196,133,4,2,3,33,6,4,5,114,124,188,2,-,2,39,4,3,5,106,119,4,-,-,53,9,8,8,220,132,9,-,4
부산,기장군,사망[명],2,0,0,2,2,1,1,1,-,1,0,0,0,2,1,1,2,1,0,0,0,0,0,4,1,2,-,0,3,0,0,0,1,0,2,-,-,1,1,0,0,0,0,2,-,1
부산,기장군,부상[명],61,11,6,6,329,188,21,2,-,39,4,4,3,347,252,4,1,3,33,7,4,5,181,232,300,1,-,2,39,4,3,6,166,240,2,-,-,57,8,8,8,344,265,10,-,4
강원,춘천시,사고[건],123,17,18,22,769,224,16,4,3,97,15,17,10,589,204,18,1,2,91,16,11,15,596,214,294,7,-,2,98,19,7,19,479,188,11,-,7,86,17,15,16,495,164,9,-,5
강원,춘천시,사망[명],7,1,0,0,5,1,4,1,1,3,0,1,0,9,1,6,0,0,5,2,0,0,7,1,2,2,-,1,3,0,0,0,7,4,2,-,0,0,0,0,3,4,0,2,-,2
강원,춘천시,부상[명],123,16,18,24,"1,217",489,18,5,2,101,15,16,10,930,408,24,1,2,88,19,13,16,908,407,400,14,-,1,100,19,7,19,747,451,16,-,7,92,18,15,15,736,361,13,-,4
강원,원주시,사고[건],170,29,24,31,"1,074",355,17,4,12,131,35,13,16,860,422,15,4,3,120,35,16,18,762,376,284,12,2,3,101,40,10,25,679,353,12,1,3,98,25,6,15,600,318,11,1,4
강원,원주시,사망[명],6,4,0,1,9,1,6,2,2,6,2,0,0,2,2,5,1,2,5,2,0,0,3,0,3,3,2,1,4,1,0,1,1,2,1,0,0,7,2,0,0,4,1,1,1,1
강원,원주시,부상[명],173,26,24,33,"1,668",660,23,4,11,130,34,13,17,"1,380",741,11,10,2,120,33,18,20,"1,180",702,424,19,1,2,105,41,10,24,"1,068",658,16,1,3,97,25,6,16,908,560,16,0,5
강원,동해시,사고[건],35,1,8,5,187,57,9,-,1,37,5,9,6,157,38,7,-,2,32,6,2,5,187,61,41,4,1,1,31,5,5,1,152,51,-,1,2,34,9,3,6,125,49,2,-,1
강원,동해시,사망[명],3,0,0,0,0,0,0,-,0,1,1,0,0,0,0,1,-,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,1,-,0,0,1,0,0,0,0,0,0,-,1
강원,동해시,부상[명],34,1,8,6,264,100,14,-,2,36,4,10,6,230,77,9,-,2,32,6,2,7,298,132,69,7,2,1,34,5,5,1,227,102,-,1,4,37,10,3,6,185,87,2,-,0
강원,강릉시,사고[건],86,19,11,11,512,109,10,1,3,70,27,6,5,471,109,11,3,1,53,15,3,4,273,67,180,3,2,-,74,15,3,7,260,99,2,-,2,71,25,7,6,243,88,12,1,3
강원,강릉시,사망[명],4,0,0,0,4,1,3,1,0,3,0,0,0,4,0,4,1,1,5,1,0,0,4,3,0,1,2,-,1,0,0,0,3,2,2,-,0,3,2,0,1,1,1,5,1,1
강원,강릉시,부상[명],84,21,11,13,811,232,21,0,7,70,27,6,5,698,208,19,4,0,50,15,3,4,425,125,283,3,0,-,76,15,4,7,405,207,2,-,3,68,26,7,5,367,186,7,1,2
강원,속초시,사고[건],51,18,13,9,220,56,6,-,1,40,11,9,3,272,71,3,1,1,33,20,6,13,234,55,11,4,-,-,41,15,12,7,248,55,2,1,-,31,16,4,3,214,52,3,-,1
강원,속초시,사망[명],4,1,1,0,1,1,0,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-,-,2,0,0,0,0,1,0,0,-,1,0,0,0,0,1,0,-,1
강원,속초시,부상[명],50,17,12,9,358,112,11,-,1,44,12,9,3,458,124,6,4,1,34,20,6,14,356,124,19,3,-,-,42,15,14,7,437,106,4,2,-,31,17,4,3,368,100,6,-,3
강원,태백시,사고[건],19,4,1,4,79,34,7,1,2,11,4,-,1,108,18,7,-,-,16,8,2,1,99,36,7,6,-,-,7,10,-,-,122,26,5,-,1,18,14,-,-,86,34,6,-,-
강원,태백시,사망[명],1,0,0,0,1,0,0,0,0,0,0,-,0,0,0,1,-,-,1,1,0,0,1,0,0,2,-,-,1,1,-,-,1,0,0,-,0,0,0,-,-,0,0,1,-,-
강원,태백시,부상[명],18,4,1,4,127,66,7,1,5,11,6,-,1,188,34,7,-,-,17,7,2,1,158,58,7,4,-,-,6,10,-,-,193,57,18,-,1,18,14,-,-,139,75,7,-,-
강원,삼척시,사고[건],30,14,12,6,224,57,26,5,12,18,12,2,2,179,70,18,7,11,20,7,2,5,135,48,5,8,1,7,17,13,3,7,81,34,10,3,3,22,8,-,-,95,26,4,3,4
강원,삼척시,사망[명],1,2,1,1,4,0,0,0,7,1,0,0,0,0,1,2,0,1,3,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,3,0,2,1,-,-,0,2,1,3,0
강원,삼척시,부상[명],30,14,11,7,368,110,31,10,22,17,12,2,2,298,134,23,8,11,18,7,2,5,208,99,6,14,1,5,15,14,3,7,127,58,8,2,3,20,7,-,-,145,44,5,0,4
강원,홍천군,사고[건],20,8,-,-,117,56,11,3,5,20,7,6,8,205,65,11,5,8,30,6,4,2,166,76,6,12,10,3,19,4,3,1,139,57,9,3,5,17,7,-,4,126,39,11,1,4
강원,홍천군,사망[명],1,0,-,-,2,3,4,2,1,1,1,1,1,2,0,2,0,1,2,0,0,0,3,1,0,3,4,2,1,0,0,0,4,1,2,0,0,1,0,-,1,3,1,2,0,1
강원,홍천군,부상[명],20,8,-,-,195,107,14,2,5,19,6,5,7,341,137,11,8,15,28,6,4,2,294,170,13,21,13,1,20,4,3,1,270,132,8,9,9,16,7,-,3,213,192,15,1,3
강원,횡성군,사고[건],12,3,2,-,85,32,7,4,1,10,4,3,1,117,43,13,2,4,9,8,-,1,106,29,32,6,6,3,11,3,-,1,67,31,1,2,1,12,7,2,1,98,21,5,5,1
강원,횡성군,사망[명],1,0,0,-,1,1,2,1,0,0,0,0,0,2,1,3,1,0,1,1,-,0,1,1,0,1,3,1,1,2,-,0,3,0,1,1,1,4,0,0,0,5,0,1,3,0
강원,횡성군,부상[명],11,3,2,-,156,78,10,4,2,10,4,3,1,205,88,18,3,6,8,7,-,1,163,53,47,11,3,2,10,8,-,1,112,73,0,1,0,9,7,2,1,160,43,4,3,1
강원,영월군,사고[건],19,1,-,-,71,23,17,5,2,14,4,4,-,87,15,11,4,6,6,6,-,3,76,23,3,6,2,4,9,6,4,-,77,20,18,4,2,7,11,1,-,74,20,8,4,3
강원,영월군,사망[명],1,0,-,-,0,0,1,0,0,2,0,0,-,1,1,2,1,0,0,0,-,0,1,0,0,1,0,0,0,1,2,-,2,0,3,0,0,1,0,1,-,0,1,3,1,0
강원,영월군,부상[명],18,1,-,-,131,55,18,5,2,13,4,4,-,148,21,15,4,6,6,6,-,3,143,37,6,11,2,6,9,5,3,-,142,37,31,7,4,6,11,0,-,147,45,11,5,5
강원,평창군,사고[건],10,4,1,-,106,25,6,-,6,6,2,-,1,84,17,4,4,1,2,3,1,2,98,33,20,10,1,2,5,4,4,-,117,33,12,4,4,6,5,1,-,103,27,13,7,2
강원,평창군,사망[명],1,1,0,-,1,0,0,-,2,1,0,-,0,0,0,1,2,0,0,0,0,0,3,0,0,1,0,0,0,1,0,-,4,1,4,2,0,0,1,0,-,1,0,10,1,0
강원,평창군,부상[명],9,3,1,-,221,50,13,-,4,6,2,-,1,139,36,3,4,1,2,3,1,2,209,115,40,15,1,2,6,3,4,-,212,85,13,2,4,8,4,1,-,219,85,17,16,3
강원,정선군,사고[건],8,6,1,-,58,15,3,-,-,9,3,1,-,46,15,3,1,1,4,2,-,2,48,21,57,9,2,3,3,2,-,2,16,12,9,-,-,4,7,3,-,42,26,12,1,-
강원,정선군,사망[명],0,1,0,-,1,1,3,-,-,0,1,0,-,1,0,0,0,0,0,2,-,0,2,0,0,0,0,0,0,0,-,0,2,0,1,-,-,0,0,0,-,0,1,3,0,-
강원,정선군,부상[명],8,5,1,-,106,29,1,-,-,10,2,1,-,73,29,6,1,1,4,0,-,2,75,38,91,10,3,3,3,2,-,2,30,21,11,-,-,4,7,3,-,80,56,12,1,-
강원,철원군,사고[건],6,1,1,1,91,15,5,2,4,12,3,2,-,88,13,5,1,4,-,3,-,-,90,14,-,9,1,1,10,11,2,-,63,8,4,1,3,9,2,2,3,70,8,5,1,2
강원,철원군,사망[명],3,0,0,0,4,0,3,0,1,0,1,0,-,2,0,0,0,2,-,0,-,-,2,1,-,2,1,0,0,0,0,-,0,0,0,1,0,0,0,0,0,1,0,1,0,0
강원,철원군,부상[명],4,1,1,2,149,25,7,2,4,13,2,2,-,124,23,9,1,4,-,3,-,-,161,25,-,9,0,1,10,13,2,-,108,18,6,1,3,14,2,2,6,109,15,8,1,2
강원,화천군,사고[건],10,3,3,-,57,11,4,4,2,4,1,2,1,66,15,13,3,3,3,1,2,-,46,17,10,4,3,3,4,1,1,2,50,9,5,2,-,2,-,2,-,57,14,4,-,-
강원,화천군,사망[명],1,0,2,-,1,1,2,1,0,1,0,1,0,1,0,3,2,0,0,0,0,-,1,0,0,0,0,0,1,0,0,0,0,0,3,0,-,0,-,0,-,0,0,0,-,-
강원,화천군,부상[명],9,4,3,-,125,20,4,5,2,3,1,1,1,131,33,18,1,3,3,2,2,-,76,44,17,11,4,4,3,1,1,2,105,15,6,4,-,2,-,2,-,98,23,5,-,-
강원,양구군,사고[건],5,2,1,-,46,7,4,-,1,3,-,-,-,37,7,4,6,1,6,1,1,-,26,21,8,2,1,4,2,-,-,1,46,9,2,1,4,3,3,4,1,50,12,3,2,2
강원,양구군,사망[명],0,0,0,-,0,0,1,-,0,1,-,-,-,0,0,0,1,0,1,1,0,-,0,0,0,0,0,2,0,-,-,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0
강원,양구군,부상[명],7,2,1,-,92,15,5,-,1,2,-,-,-,91,17,6,5,1,5,0,5,-,42,36,14,2,2,7,2,-,-,1,63,18,1,0,5,3,3,4,1,96,39,2,4,2
강원,인제군,사고[건],4,2,-,1,37,21,6,2,3,3,2,-,1,48,17,1,-,2,-,2,4,-,61,10,2,7,1,-,4,1,1,1,52,15,7,2,1,5,4,1,1,56,18,2,1,1
강원,인제군,사망[명],0,0,-,1,2,1,3,0,0,0,0,-,0,2,0,1,-,0,-,0,1,-,1,2,0,1,2,-,0,0,0,0,3,1,1,0,0,2,0,0,0,1,0,1,0,0
강원,인제군,부상[명],4,2,-,0,72,38,4,5,3,3,2,-,1,75,32,0,-,2,-,2,3,-,95,37,3,10,3,-,4,1,1,1,85,31,12,2,2,3,4,1,1,103,51,1,1,1
강원,고성군,사고[건],4,2,3,-,69,41,1,-,2,6,1,1,-,61,34,-,2,1,5,-,1,-,70,24,5,4,-,-,3,2,3,-,63,52,1,1,-,1,-,-,-,58,35,-,1,1
강원,고성군,사망[명],0,0,0,-,1,0,0,-,0,0,0,0,-,0,1,-,1,0,0,-,0,-,1,2,0,1,-,-,0,0,0,-,0,0,1,1,-,0,-,-,-,0,0,-,1,1
강원,고성군,부상[명],4,2,3,-,115,73,2,-,2,7,1,1,-,94,67,-,4,1,5,-,1,-,119,48,6,10,-,-,3,2,5,-,112,101,0,1,-,1,-,-,-,79,59,-,0,0
강원,양양군,사고[건],10,10,11,1,81,45,10,3,1,10,7,2,2,89,32,4,3,1,6,4,7,1,87,26,8,6,1,4,9,7,7,1,85,28,3,-,-,6,13,2,-,95,31,3,1,-
강원,양양군,사망[명],1,0,0,0,2,3,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,3,0,1,-,-,0,0,0,-,2,0,0,1,-
강원,양양군,부상[명],9,10,12,1,152,112,39,3,1,11,6,3,2,149,70,4,3,1,6,4,7,1,148,53,11,8,1,6,10,5,8,2,146,91,5,-,-,7,13,2,-,154,61,4,0,-
충북,청주시,사고[건],248,72,25,36,"1,941",668,44,9,21,215,48,31,27,"1,562",626,62,5,14,186,28,18,45,"2,070",629,772,30,5,21,215,70,34,55,"1,724",594,42,8,29,261,77,36,55,"2,072",770,68,4,23
충북,청주시,사망[명],10,4,0,2,7,7,5,1,0,9,4,0,0,19,10,3,3,1,5,1,0,0,9,10,8,3,1,3,8,1,0,1,18,9,4,3,2,6,2,0,0,12,9,6,2,1
충북,청주시,부상[명],254,72,27,38,"3,309","1,348",46,11,24,221,50,31,28,"2,539","1,193",71,3,17,201,27,18,46,"3,219","1,142","1,145",30,4,18,213,73,35,61,"2,566","1,038",52,6,28,269,76,37,60,"3,093","1,396",88,3,23
충북,충주시,사고[건],61,16,6,8,355,185,28,6,13,46,14,3,5,335,180,17,7,9,44,17,5,5,569,196,184,20,4,10,61,17,13,7,549,194,20,6,5,49,28,6,7,481,168,14,6,5
충북,충주시,사망[명],7,1,0,0,8,3,2,5,1,2,0,0,0,5,4,0,0,2,1,1,0,0,6,5,1,2,0,4,7,1,0,0,6,7,3,1,0,2,1,0,1,4,1,2,3,0
충북,충주시,부상[명],57,15,6,9,629,455,38,5,12,45,16,3,5,572,392,20,8,12,46,16,5,6,922,370,303,23,5,6,55,16,13,7,849,342,21,5,5,50,28,6,7,768,308,18,5,5
충북,제천시,사고[건],81,22,9,9,476,168,31,5,7,45,13,5,4,481,136,27,5,8,51,12,3,3,423,112,35,24,2,6,45,19,12,5,322,104,28,3,2,39,7,7,7,398,115,38,6,6
충북,제천시,사망[명],7,2,0,0,3,0,4,0,0,3,2,0,0,4,3,1,0,0,3,0,0,0,6,0,0,2,0,0,1,2,0,0,2,4,3,1,0,3,0,0,0,1,2,1,2,1
충북,제천시,부상[명],77,22,9,11,867,365,32,6,7,46,14,5,5,841,246,31,5,8,48,15,3,3,732,231,43,26,2,8,51,17,12,5,569,193,30,3,5,37,8,7,7,647,211,44,5,5
충북,보은군,사고[건],8,3,4,1,76,33,2,7,8,8,9,4,1,58,21,9,3,5,4,4,3,3,66,34,6,2,2,4,6,2,2,5,65,31,3,1,5,6,3,1,1,62,35,1,1,3
충북,보은군,사망[명],0,1,0,0,4,2,0,0,2,0,1,0,0,1,4,1,0,2,0,1,0,0,2,4,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,6,1,0,2
충북,보은군,부상[명],8,2,4,1,136,91,8,8,12,8,9,4,1,96,56,11,4,3,4,3,6,4,100,87,9,4,1,4,6,2,2,5,128,44,6,1,5,6,2,1,1,126,77,0,2,1
충북,옥천군,사고[건],21,8,4,-,121,27,8,3,5,10,3,-,1,82,35,11,2,1,16,8,-,1,73,26,10,3,1,3,16,6,2,-,44,12,7,2,1,7,9,1,-,73,23,6,8,5
충북,옥천군,사망[명],0,1,1,-,0,2,0,1,1,1,0,-,0,1,2,0,1,0,0,1,-,0,2,4,0,0,1,0,0,0,0,-,1,0,2,1,0,0,0,0,-,3,3,1,4,1
충북,옥천군,부상[명],23,7,3,-,194,44,11,2,4,9,3,-,1,125,49,13,1,1,16,7,-,1,101,46,11,3,0,3,16,6,2,-,59,23,8,1,1,7,10,1,-,128,44,7,4,4
충북,영동군,사고[건],6,4,6,2,130,25,10,4,8,8,4,4,-,79,16,5,4,5,8,3,2,-,71,20,8,5,4,4,7,2,3,2,69,19,9,1,2,14,2,-,2,62,18,3,4,1
충북,영동군,사망[명],0,0,0,0,4,1,1,0,1,2,1,0,-,1,0,0,0,0,0,0,0,-,2,0,0,0,3,2,0,0,0,0,5,2,1,0,0,0,0,-,0,1,0,2,1,0
충북,영동군,부상[명],6,4,6,2,221,40,13,7,8,6,3,4,-,114,24,10,5,5,9,3,2,-,108,37,13,5,1,2,8,2,3,2,111,27,12,1,2,15,2,-,2,77,29,3,3,1
충북,진천군,사고[건],17,5,6,2,164,93,16,3,10,28,6,3,-,235,104,18,7,5,24,7,3,-,286,100,26,17,3,6,26,7,9,3,275,80,10,1,7,27,13,8,1,277,91,11,2,8
충북,진천군,사망[명],0,0,1,0,1,3,1,0,2,1,3,1,-,3,2,1,0,0,3,0,0,-,7,1,1,1,2,0,1,0,0,0,1,3,1,0,1,0,2,0,0,2,1,1,1,2
충북,진천군,부상[명],21,5,5,2,260,232,16,3,8,28,3,2,-,380,240,17,7,6,21,9,3,-,385,192,43,19,4,8,29,7,9,4,407,169,10,1,6,28,12,10,1,399,179,20,2,6
충북,괴산군,사고[건],5,4,5,1,101,28,13,6,3,9,3,5,-,103,35,4,2,5,2,1,2,1,95,44,12,7,4,3,4,3,8,-,105,25,15,7,5,8,4,4,1,78,28,19,2,5
충북,괴산군,사망[명],1,1,0,0,2,0,3,1,0,1,0,1,-,0,3,1,0,2,0,0,0,0,1,3,0,1,0,1,1,0,0,-,1,2,2,1,2,1,1,0,0,2,3,4,0,1
충북,괴산군,부상[명],4,3,5,1,172,59,17,8,3,9,3,4,-,182,86,10,3,4,2,1,2,1,181,89,14,7,5,2,3,3,8,-,187,46,18,8,3,7,3,5,1,136,51,17,2,4
충북,음성군,사고[건],39,14,11,1,395,111,26,6,6,14,14,5,2,354,103,41,7,3,11,9,4,2,321,113,18,28,6,5,20,16,5,5,283,110,20,4,8,11,13,1,2,248,80,19,5,1
충북,음성군,사망[명],4,1,0,0,3,3,2,1,1,0,2,0,0,3,4,5,2,1,0,0,1,0,3,3,0,2,0,1,1,1,0,0,6,1,1,0,1,3,3,0,0,2,4,2,1,0
충북,음성군,부상[명],39,18,12,1,693,229,29,5,5,14,12,7,2,599,188,44,7,3,12,10,3,2,505,201,21,40,6,4,20,16,5,5,446,189,26,5,11,11,10,1,2,396,152,20,4,1
충북,단양군,사고[건],12,-,-,-,66,29,15,1,4,10,1,-,-,50,23,17,2,2,8,-,-,-,73,25,10,11,4,3,10,2,-,1,38,24,10,1,11,5,1,-,1,14,32,4,-,1
충북,단양군,사망[명],1,-,-,-,3,3,2,0,1,0,0,-,-,0,1,2,1,0,0,-,-,-,1,1,1,1,0,1,0,1,-,0,2,1,1,0,0,0,0,-,0,0,1,1,-,1
충북,단양군,부상[명],13,-,-,-,117,83,18,2,3,12,1,-,-,93,47,18,3,2,8,-,-,-,130,49,12,11,4,2,13,1,-,1,63,52,14,2,11,5,1,-,2,21,69,4,-,0
충북,증평군,사고[건],21,9,4,1,118,30,7,-,-,11,3,1,2,96,26,2,-,4,11,2,1,1,120,42,8,6,2,2,15,6,3,2,93,15,3,1,-,16,11,11,5,109,28,5,2,2
충북,증평군,사망[명],2,0,1,0,2,0,1,-,-,1,0,0,0,1,0,0,-,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,-,0,1,0,0,0,0,0,0,1
충북,증평군,부상[명],19,9,3,1,177,54,10,-,-,10,3,1,2,142,50,2,-,4,10,2,1,1,185,76,9,7,2,2,14,7,3,2,138,21,4,1,-,18,10,11,6,165,57,7,2,1
충남,천안시,사고[건],246,49,8,7,"1,480",580,28,3,19,189,29,11,8,"1,417",579,25,4,17,170,35,16,22,"1,067",451,992,24,5,13,188,45,19,31,"1,116",463,30,5,14,253,71,24,34,"1,526",507,35,5,13
충남,천안시,사망[명],4,2,0,0,6,6,3,1,2,10,3,0,0,12,8,2,3,1,7,0,0,0,6,2,5,3,1,0,7,1,0,0,7,6,3,0,1,12,1,1,0,9,2,1,0,2
충남,천안시,부상[명],261,52,8,10,"2,262","1,063",35,2,18,203,27,11,8,"2,085","1,135",28,1,17,174,36,17,25,"1,601",824,"1,407",35,4,13,194,48,21,34,"1,678",828,33,5,13,260,74,24,35,"2,221",876,40,6,11
충남,아산시,사고[건],77,10,6,14,215,175,13,3,5,69,19,6,8,287,185,13,1,2,67,20,8,7,300,218,445,13,4,6,86,20,10,11,376,237,22,3,4,93,21,9,12,593,287,10,1,6
충남,아산시,사망[명],7,1,0,0,5,4,5,1,2,3,1,0,0,4,1,2,0,0,4,1,0,0,2,2,8,5,1,3,2,2,0,0,4,2,5,0,0,3,0,0,0,5,2,2,0,2
충남,아산시,부상[명],76,9,6,15,356,282,10,2,3,67,18,6,9,438,328,14,1,2,67,21,8,7,450,366,644,12,3,3,89,19,10,12,623,425,38,3,4,98,21,9,12,884,505,11,1,11
충남,보령시,사고[건],81,7,7,5,192,56,12,5,9,45,5,6,4,131,70,9,-,6,38,10,7,1,110,45,132,3,1,10,40,7,5,1,125,40,6,-,4,35,10,7,1,101,29,13,2,1
충남,보령시,사망[명],2,0,1,0,4,2,2,1,2,4,0,0,0,5,0,1,-,0,3,2,0,0,0,2,5,1,0,3,3,0,0,0,7,1,2,-,1,1,2,0,0,2,1,1,0,0
충남,보령시,부상[명],82,8,9,7,314,114,10,10,11,46,5,6,4,202,132,8,-,7,35,8,7,1,173,76,207,2,1,8,37,7,5,1,224,76,6,-,4,37,8,7,1,180,51,19,2,1
충남,공주시,사고[건],43,9,6,4,305,113,19,9,12,28,11,2,-,207,109,22,8,13,25,11,1,5,190,87,87,7,6,8,34,7,4,4,194,81,15,5,8,31,13,2,7,185,85,11,4,8
충남,공주시,사망[명],3,1,0,0,6,6,1,1,0,0,1,0,-,4,8,4,1,1,0,2,0,0,2,5,2,0,1,0,1,0,0,0,4,3,2,0,0,2,1,1,0,2,7,3,1,0
충남,공주시,부상[명],44,8,6,4,550,264,28,8,13,28,10,3,-,320,236,21,7,13,25,9,1,5,289,170,155,7,6,9,33,7,4,5,327,176,14,5,8,33,13,1,7,276,167,11,3,8
충남,서산시,사고[건],57,20,9,12,392,183,28,5,15,63,16,8,7,356,154,18,4,7,61,11,11,9,325,123,62,13,4,10,61,17,18,6,232,121,10,4,3,49,26,13,7,301,121,11,3,5
충남,서산시,사망[명],4,1,1,0,5,9,3,1,0,7,1,1,1,6,2,3,2,0,4,2,0,0,6,5,1,2,0,0,1,3,0,0,3,2,0,2,2,3,3,2,0,7,3,0,1,1
충남,서산시,부상[명],56,21,8,13,638,341,29,4,17,58,15,7,8,549,271,16,2,7,61,9,11,12,492,216,86,11,4,14,67,14,18,6,367,229,12,2,1,46,23,12,7,477,219,13,3,4
충남,금산군,사고[건],13,5,3,-,78,15,8,2,-,10,6,-,2,55,20,4,2,5,8,1,1,-,54,15,5,6,5,3,23,3,3,2,63,11,6,3,1,9,-,3,-,58,14,6,5,3
충남,금산군,사망[명],0,2,1,-,2,0,0,0,-,2,1,-,0,1,1,0,0,0,1,0,0,-,2,1,0,2,0,1,0,0,0,0,2,0,1,1,0,1,-,0,-,1,3,0,1,0
충남,금산군,부상[명],14,3,2,-,112,34,9,3,-,9,5,-,2,93,59,6,2,5,8,1,1,-,86,33,5,5,5,2,24,3,3,2,98,14,6,2,2,10,-,3,-,80,27,6,4,3
