,Unnamed: 0,브랜드,상호명,구,주소,위도,경도
0,0,이디야,강동고덕교차로점,강동구,"서울 강동구 고덕로 421 (강일동, 대한연세요양원)",37.5546849,127.1310639
1,1,이디야,강동구청점,강동구,"서울 강동구 성내로6길 20 (성내동, 청일 베르네)",37.5279091,127.122009
2,2,이디야,강동성내점,강동구,서울 강동구 풍성로 162 (성내동),37.5317309,127.128233
3,3,이디야,강동신명초교점,강동구,"서울 강동구 명일로 260 (길동, 길동신동아아파트)",37.5326274,127.1437144
4,4,이디야,강동역점,강동구,"서울 강동구 천호대로 1065 (천호동, 강동상떼빌)",37.5350713,127.1351601
5,5,이디야,고덕강일2지구점,강동구,서울 강동구 아리수로93나길 76 (강일동),37.5722495,127.1742641
6,6,이디야,고덕그라시움후문점,강동구,서울 강동구 동남로82길 121 (고덕동),37.5605623,127.1645925
7,7,이디야,고덕점,강동구,"서울 강동구 동남로75길 19 (명일동, 명일빌딩)",37.5542942,127.1553884
8,8,이디야,굽은다리역점,강동구,서울 강동구 양재대로 1543 (천호동),37.5314788,127.1376218
9,9,이디야,길동사거리점,강동구,서울 강동구 천호대로 1132 (성내동),37.5350713,127.1351601
10,10,이디야,길동역점,강동구,서울 강동구 양재대로 1471 (길동),37.5314788,127.1376218
11,11,이디야,길동중앙점,강동구,서울 강동구 명일로 200 (길동),37.5234217,127.1405284
12,12,이디야,둔촌점,강동구,서울 강동구 양재대로 1377 (성내동),37.5314788,127.1376218
13,13,이디야,명일역점,강동구,"서울 강동구 구천면로 424 (명일동, 명일메가타운)",37.5499148,127.1459899
14,14,이디야,명일중앙점,강동구,"서울 강동구 상암로 210 (명일동, 명일현대종합상가)",37.546283,127.1457898
15,15,이디야,보훈병원점,강동구,"서울 강동구 명일로 110 (둔촌동, 둔촌동암펠로스타워)",37.5234217,127.1405284
16,16,이디야,상일리엔파크점,강동구,"서울 강동구 상일로 74 (상일동, 고덕리엔파크3단지아파트)",37.561994,127.1704878
17,17,이디야,암사중앙점,강동구,"서울 강동구 암사길 50 (암사동, 제이빌더스)",37.5524089,127.137631
18,18,이디야,올림픽북문점,강동구,서울 강동구 성안로 7 (성내동),37.53206,127.13276
19,19,이디야,천호1동점,강동구,"서울 강동구 구천면로34길 43 (천호동, 헤리티지)",37.542391,127.133465
20,20,이디야,천호로데오점,강동구,서울 강동구 천호대로 1027 (천호동),37.5350713,127.1351601
21,21,이디야,천호중앙점,강동구,"서울 강동구 올림픽로 660 (천호동, 천호엘크루주상복합)",37.5372252,127.1235553
22,22,이디야,천호초교사거리점,강동구,"서울 강동구 구천면로 304 (천호동, 일주빌딩)",37.5418808,127.1224194
23,23,이디야,천호현대점,강동구,서울 강동구 올림픽로 665 (천호동),37.5372252,127.1235553
24,24,이디야,건대로데오점,광진구,서울 광진구 아차산로30길 8 (자양동),37.540355,127.0676137
25,25,이디야,건대스타시티2호점,광진구,"서울 광진구 능동로 92 (자양동, 스타시티몰) 지하 2층 201호",37.538994599999995,127.0714316550327
26,26,이디야,건대스타시티점,광진구,"서울 광진구 아차산로 272 (자양동, 더샵스타시티)",37.538418,127.07323878135787
27,27,이디야,건대역점,광진구,"서울 광진구 아차산로 229 (화양동, 한림타워)",37.5461477,127.105331
28,28,이디야,구의사거리점,광진구,서울 광진구 광나루로 508 (구의동),37.5401145,127.0972991
29,29,이디야,구의역점,광진구,서울 광진구 구의로 4 (구의동),37.5435236,127.0903842
30,30,이디야,구의자양로점,광진구,서울 광진구 자양로 251 (구의동),37.5345997,127.0843971
31,31,이디야,군자역점,광진구,"서울 광진구 능동로 290 (능동, 삼일빌딩)",37.5456783,127.0733963
32,32,이디야,동서울터미널점,광진구,서울 광진구 강변역로 50,37.5346059,127.09424910218172
33,33,이디야,세종대후문점,광진구,서울 광진구 군자로 109 (군자동),37.5519973,127.0713059
34,34,이디야,아차산역점,광진구,서울 광진구 천호대로 663 (구의동),37.5487985,127.0932106
35,35,이디야,자양동점,광진구,서울 광진구 자양로 46 (자양동),37.5345997,127.0843971
36,36,이디야,자양우성점,광진구,"서울 광진구 자양번영로 34 (자양동, 제이원하이텔)",37.5356431,127.0764146
37,37,이디야,중곡대원점,광진구,서울 광진구 용마산로 111 (중곡동),37.5582552,127.0877227
38,38,이디야,중곡신성점,광진구,"서울 광진구 용마산로 37 (중곡동, 이안빌딩)",37.5570761,127.0878664
39,39,이디야,중곡중앙점,광진구,서울 광진구 능동로 330 (중곡동),37.55898005,127.08080120745471
40,40,이디야,가재울중앙점,서대문구,"서울 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57425,126.9173057
41,41,이디야,명지대점,서대문구,서울 서대문구 거북골로 35 (남가좌동),37.5756089,126.9133461
42,42,이디야,명지전문대점,서대문구,서울 서대문구 가좌로 140 (홍은동),37.5836245,126.926083
43,43,이디야,북가좌동점,서대문구,서울 서대문구 증가로 257 (북가좌동),37.5705757,126.9305063
44,44,이디야,서대문구청점,서대문구,서울 서대문구 연희로 237 (연희동),37.5809227,126.9361647
45,45,이디야,서대문점,서대문구,서울 서대문구 냉천동,37.56644,126.96208
46,46,이디야,서울간호대점,서대문구,서울 서대문구 간호대로 8 (홍제동),37.5957391,126.9480928
47,47,이디야,신촌기차역점,서대문구,서울 서대문구 신촌역로 35 (창천동),37.5589501,126.9424397
48,48,이디야,신촌역점,서대문구,서울 서대문구 신촌로 87-20 (창천동),37.5585942,126.9608813
49,49,이디야,아현역점,서대문구,"서울 서대문구 신촌로37길 10 (북아현동, 아현 메디컬)",37.5582378,126.9589109
50,50,이디야,연남동점,서대문구,서울 서대문구 연희로 42 (연희동),37.5809227,126.9361647
51,51,이디야,연세대점,서대문구,서울 서대문구 연세로12길 10 (창천동),37.559339,126.9389781
52,52,이디야,연세의료원ABMRC점,서대문구,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",37.5623,126.94038441695378
53,53,이디야,연세의료원제중관점,서대문구,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",37.5623,126.94038441695378
54,54,이디야,연세의료원종합관점,서대문구,"서울 서대문구 연세로 50-1 (신촌동, 세브란스병원)",37.5623,126.94038441695378
55,55,이디야,연희홍연길점,서대문구,서울 서대문구 홍제천로 146-9 (연희동),37.5718209,126.9233652
56,56,이디야,충정로3가점,서대문구,"서울 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)",37.5612961,126.9626657
57,57,이디야,홍은사거리점,서대문구,"서울 서대문구 통일로 510 (홍은동, 북한산 더샵)",37.5901142,126.9419925
58,58,이디야,경희대점,동대문구,서울 동대문구 경희대로 4 (회기동),37.593782,127.0526752
59,59,이디야,경희대캠퍼스점,동대문구,"서울 동대문구 경희대로 26 (회기동, 경희대학교,경희초,중,고,여자중고등학교)",37.5971213,127.05198672345011
60,60,이디야,답십리사거리점,동대문구,서울 동대문구 답십리로 145 (답십리동),37.5730523,127.0563307
61,61,이디야,답십리파크자이점,동대문구,"서울 동대문구 한천로 55 (답십리동, 영진빌딩)",37.566857,127.0618361
62,62,이디야,동대문구청점,동대문구,서울 동대문구 천호대로 153-1 (용두동),37.5740133,127.0373416
63,63,이디야,동부병원사거리점,동대문구,서울 동대문구 무학로 104 (용두동),37.5734948,127.030805
64,64,이디야,배봉초교사거리점,동대문구,서울 동대문구 답십리로63길 131 (장안동),37.5771918,127.0692725
65,65,이디야,서울시립대점,동대문구,"서울 동대문구 서울시립대로 164 (전농동, 도석프라자)",37.5833127,127.0548163
66,66,이디야,신설동역점,동대문구,서울 동대문구 천호대로 11-3 (신설동),37.5745952,127.0252685
67,67,이디야,용두동사거리점,동대문구,서울 동대문구 왕산로 68 (용두동),37.5768696,127.0256025
68,68,이디야,용두동점,동대문구,서울 동대문구 고산자로 413-1 (용두동),37.5766569,127.0379383
69,69,이디야,이문점,동대문구,서울 동대문구 신이문로 19 (이문동),37.6031508,127.0644409
70,70,이디야,장안동사거리점,동대문구,서울 동대문구 답십리로 309 (장안동),37.572329,127.0748011
71,71,이디야,장안동점,동대문구,서울 동대문구 장한로 43 (장안동),37.565097,127.0666798
72,72,이디야,장안중랑천점,동대문구,서울 동대문구 장한로18길 32 (장안동),37.5675783,127.0707376
73,73,이디야,장안중앙점,동대문구,서울 동대문구 사가정로25길 42 (장안동),37.5807013,127.0709581
74,74,이디야,장한평군자초교점,동대문구,서울 동대문구 한천로2길 53 (장안동),37.562972,127.0600174
75,75,이디야,전농사거리점,동대문구,서울 동대문구 사가정로 132 (전농동),37.5776021,127.0595087
76,76,이디야,청량리점,동대문구,서울 동대문구 왕산로 225 (청량리동),37.5820441,127.0472342
77,77,이디야,촬영소사거리점,동대문구,서울 동대문구 답십리로 264 (장안동),37.5722599,127.0694701
78,78,이디야,회기역중앙점,동대문구,서울 동대문구 회기로 194-1 (휘경동),37.5899435,127.0567032
79,79,이디야,논골사거리점,성동구,서울 성동구 난계로 35 (금호동1가),37.5538717,127.0250675
80,80,이디야,마장동점,성동구,서울 성동구 고산자로 339-2 (마장동),37.5593095,127.0338581
81,81,이디야,마장역점,성동구,서울 성동구 마장로 293-1 (마장동),37.5661309,127.0351531
82,82,이디야,상왕십리역점,성동구,서울 성동구 무학봉15길 27 (하왕십리동),37.563429,127.030079
83,83,이디야,성동구청점,성동구,서울 성동구 고산자로 269 (도선동),37.5593095,127.0338581
84,84,이디야,성수2가점,성동구,서울 성동구 성덕정길 106 (성수동2가),37.5379284,127.0521729
85,85,이디야,성수아카데미점,성동구,서울 성동구 성수이로 118 (성수동2가),37.5363296,127.053819
86,86,이디야,성수우리W타워점,성동구,서울 성동구 아차산로15길 19 (성수동2가),37.5441181,127.0624699
87,87,이디야,성수중앙점,성동구,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)",37.5443045,127.0551317
88,88,이디야,신금호역점,성동구,서울 성동구 금호산길 64 (금호동2가),37.5539805,127.0196478
89,89,이디야,옥수동점,성동구,서울 성동구 매봉길 12 (옥수동),37.5451654,127.0163509
90,90,이디야,왕십리비트플렉스점,성동구,서울 성동구 왕십리광장로 17 (행당동),37.561196,127.0371344
91,91,이디야,왕십리센트라스점,성동구,서울 성동구 무학로 22 (홍익동),37.566096650000006,127.0303321
92,92,이디야,왕십리역점,성동구,서울 성동구 왕십리로 309 (행당동),37.5600549,127.0359082
93,93,이디야,응봉동점,성동구,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",37.5495015,127.0298467
94,94,이디야,텐즈힐점,성동구,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",37.5688303,127.028116
95,95,이디야,금란망우점,중랑구,서울 중랑구 망우로 460 (망우동),37.5998712,127.1033131910059
96,96,이디야,동원사거리점,중랑구,"서울 중랑구 겸재로 240 (면목동, 행복오피스텔)",37.5896287,127.0939354
97,97,이디야,망우동점,중랑구,서울 중랑구 망우로 416 (망우동),37.5953297,127.0813616
98,98,이디야,망우중앙점,중랑구,"서울 중랑구 용마산로115길 109 (망우동, 한일써너스빌리젠시2단지)",37.598675,127.0982328
99,99,이디야,망우코레일점,중랑구,"서울 중랑구 망우로55길 11-10 (상봉동, 망우역)",37.6003264,127.0921357
100,100,이디야,먹골역점,중랑구,서울 중랑구 동일로157길 13 (묵동),37.6096496,127.0753542
101,101,이디야,면목경남아너스빌점,중랑구,서울 중랑구 면목로27길 92 (면목동),37.574256,127.0805608
102,102,이디야,면목늘찬병원점,중랑구,"서울 중랑구 동일로 643 (면목동, 늘찬병원)",37.579421,127.0795816
103,103,이디야,면목역점,중랑구,"서울 중랑구 면목로 429 (면목동, 킴스아파트)",37.5945908,127.0859844
104,104,이디야,봉화산역점,중랑구,서울 중랑구 신내로 211 (신내동),37.61185,127.09639
105,105,이디야,사가정아이파크점,중랑구,"서울 중랑구 동일로92길 57 (면목동, 메디포레)",37.5835097,127.0832318
106,106,이디야,사가정역점,중랑구,서울 중랑구 면목로 325 (면목동),37.5811442,127.0882442
107,107,이디야,상봉엠코점,중랑구,"서울 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)",37.598423100000005,127.0917743797061
108,108,이디야,상봉역점,중랑구,서울 중랑구 망우로 277 (상봉동),37.5960622,127.0835075
109,109,이디야,상봉중앙점,중랑구,서울 중랑구 망우로 316 (상봉동),37.596531999999996,127.08767114880168
110,110,이디야,서울상봉1동점,중랑구,서울 중랑구 상봉중앙로 36 (상봉동),37.6002899,127.0877484
111,111,이디야,서울중화초등학교점,중랑구,"서울 중랑구 신내로7가길 7 (신내동, 제이리옴)",37.6019104,127.0915534
112,112,이디야,서일중앙점,중랑구,"서울 중랑구 용마산로 394 (면목동, 해동검도)",37.5796224,127.0916702
113,113,이디야,신내동점,중랑구,서울 중랑구 봉화산로 215 (신내동),37.607660300000006,127.09657395292166
114,114,이디야,양원역점,중랑구,서울 중랑구 양원역로14가길 24 (망우동),37.6074589,127.1067833
115,115,이디야,중랑교차로점,중랑구,서울 중랑구 동일로 683 (면목동),37.5914729,127.0799027
116,116,이디야,중랑묵동점,중랑구,서울 중랑구 공릉로 42 (묵동),37.6116664,127.0777942
117,117,이디야,중랑역점,중랑구,서울 중랑구 망우로 198 (상봉동),37.5934102,127.0749187
118,118,이디야,중화동점,중랑구,서울 중랑구 동일로129길 1 (중화동),37.5997803,127.0771973
119,119,이디야,화랑대역점,중랑구,"서울 중랑구 신내로25가길 2 (묵동, 현동학당)",37.619301,127.0841353
120,120,이디야,개봉북부점,구로구,서울 구로구 경인로40길 12 (개봉동),37.4957125,126.8582729
121,121,이디야,개봉역점,구로구,서울 구로구 남부순환로97길 11 (개봉동),37.4938746,126.8583738
122,122,이디야,개봉현대점,구로구,서울 구로구 개봉로 69 (개봉동),37.4916543,126.8559679
123,123,이디야,고척사거리점,구로구,"서울 구로구 고척로 228-6 (고척동, 종만빌딩)",37.4993149,126.8420973
124,124,이디야,고척스카이돔점,구로구,"서울 구로구 경인로 397 (고척동, 골든타워빌딩)",37.4973954,126.856569
125,125,이디야,구로NC점,구로구,서울 구로구 구로동로 240 (구로동),37.4988719,126.8820872
126,126,이디야,구로구청점,구로구,"서울 구로구 가마산로25길 9 (구로동, 네오팰리스)",37.4968088,126.8903124
127,127,이디야,구로궁동점,구로구,서울 구로구 오리로 1304 (궁동) 1층,37.4929454,126.83182
128,128,이디야,구로미성점,구로구,"서울 구로구 구로중앙로 228 (신도림동, 기임빌딩)",37.4988209,126.8853775
129,129,이디야,구로역광장점,구로구,"서울 구로구 경인로 572 (구로동, 스타팰리스)",37.4973954,126.856569
130,130,이디야,구로이마트점,구로구,서울 구로구 디지털로32길 43 (구로동),37.4844191,126.89791567238379
131,131,이디야,구로코레일점,구로구,"서울 구로구 구로중앙로 174 (구로동, 구로역)",37.5034468,126.8825086
132,132,이디야,구로하버라인점,구로구,"서울 구로구 항동로3길 6 (항동, 가온 프라자)",37.48078795,126.82432843630653
133,133,이디야,구일역점,구로구,"서울 구로구 구일로 110 (구로동, 해원리버파크)",37.49244005,126.8741792
134,134,이디야,남구로역점,구로구,서울 구로구 디지털로27길 127 (가리봉동),37.48409,126.89027
135,135,이디야,성공회대점,구로구,서울 구로구 연동로 312 (항동),37.486476,126.8236499
136,136,이디야,신도림메르디앙점,구로구,"서울 구로구 신도림로 65 (신도림동, 신도림월드메르디앙오피스텔)",37.5081795,126.882078
137,137,이디야,신도림테크노마트점,구로구,서울 구로구 새말로 97 (구로동),37.5019165,126.882605
138,138,이디야,오류남부점,구로구,서울 구로구 오류로8길 65 (오류동),37.4929813,126.8451297
139,139,이디야,오류북부역점,구로구,서울 구로구 경인로20길 6 (오류동),37.4959163,126.8435177
140,140,이디야,천왕이펜하우스점,구로구,서울 구로구 천왕로 36 (천왕동),37.4854029,126.8377697
141,141,이디야,4.19사거리점,강북구,서울 강북구 삼양로 501 (수유동),37.655454,127.0126374
142,142,이디야,가오리역점,강북구,서울 강북구 삼각산로 108 (수유동),37.6406261,127.0161805
143,143,이디야,미아꿈의숲해링턴점,강북구,"서울 강북구 오현로 45 (미아동, 꿈의숲 해링턴 플레이스)",37.6167777,127.0349792
144,144,이디야,미아역점,강북구,서울 강북구 도봉로 207 -3(미아동),37.6107533,127.03043
145,145,이디야,미아중앙점,강북구,서울 강북구 도봉로 128 (미아동),37.6136551,127.0301695
146,146,이디야,번동점,강북구,"서울 강북구 오현로 194 (번동, 덕수빌딩)",37.6273929,127.038161
147,147,이디야,북한산점,강북구,서울 강북구 4.19로 85 (수유동),37.6477979,127.012414
148,148,이디야,삼각산점,강북구,서울 강북구 솔샘로40길 3 (미아동),37.6199306,127.01602422935522
149,149,이디야,수유사거리점,강북구,"서울 강북구 덕릉로 82 (수유동, 제네스타워)",37.6339788,127.0142559
150,150,이디야,수유역점,강북구,서울 강북구 도봉로 355 (수유동),37.6136551,127.0301695
151,151,이디야,우이역도선사점,강북구,서울 강북구 삼양로173길 21 (우이동),37.6625455,127.0109965
152,152,이디야,한신대점,강북구,서울 강북구 덕릉로 31 (수유동),37.6348127,127.0252691
153,153,이디야,IBK본점,중구,"서울 중구 을지로 79 (을지로2가, 기업은행)",37.5658833,126.9859321
154,154,이디야,광희동점,중구,서울 중구 마른내로 165-1 (광희동1가),37.5648257,127.0061507
155,155,이디야,다동점,중구,서울 중구 다동길 46 (다동),37.567859,126.9818998
156,156,이디야,동국대후문점,중구,"서울 중구 창경궁로 2 (충무로5가, 남경빌딩)",37.5625534,126.9987028
157,157,이디야,동대문점,중구,서울 중구 을지로43길 38 (을지로6가),37.5677048,127.0077641
158,158,이디야,동대문팀204점,중구,"서울 중구 마장로 30 (신당동, Team204)",37.567651,127.0130681
159,159,이디야,동평화점,중구,서울 중구 청계천로 318 (신당동),37.5694611,127.0139466
160,160,이디야,명동거리점,중구,"서울 중구 명동8가길 7 (충무로2가, 프리엠상가)",37.5617573,126.9854028
161,161,이디야,명동역점,중구,서울 중구 퇴계로 103 (충무로1가),37.5651539,127.0223714
162,162,이디야,명동중앙점,중구,"서울 중구 명동7길 21 (을지로2가, 명동아르누보센텀)",37.5646918,126.9838429
163,163,이디야,북창동점,중구,서울 중구 남대문로1길 57-1 (태평로2가),37.5636101,126.97752380661095
164,164,이디야,서소문점,중구,서울 중구 서소문로11길 8 (서소문동),37.5633202,126.9730375
165,165,이디야,서울시청점,중구,"서울 중구 세종대로20길 23 (무교동, 원창빌딩)",37.5671533,126.9787566
166,166,이디야,신당점,중구,서울 중구 다산로35길 11 (신당동),37.5635523,127.0148174
167,167,이디야,신당중앙점,중구,서울 중구 퇴계로 455 (황학동),37.5674819,127.0199063
168,168,이디야,약수역점,중구,서울 중구 동호로 186-13 (신당동),37.5694343,127.0020423
169,169,이디야,오장동점,중구,서울 중구 마른내로 109-1 (오장동),37.5649196,126.9949539
170,170,이디야,을지로3가점,중구,서울 중구 수표로 45 (저동2가),37.5642386,126.9897922
171,171,이디야,을지로중앙점,중구,서울 중구 마른내로 49 (인현동1가),37.5649196,126.9949539
172,172,이디야,정동점,중구,서울 중구 정동길 2-1 (정동),37.5679783,126.9693574
173,173,이디야,중림브라운스톤점,중구,"서울 중구 청파로 464 (중림동, 브라운스톤서울)",37.5607449,126.9682364
174,174,이디야,충무로점,중구,서울 중구 퇴계로 188 (필동1가),37.5608839,126.9925235
175,175,이디야,충무아트홀점,중구,서울 중구 퇴계로 381-1 (신당동),37.5652786,127.0140012
176,176,이디야,충무필동점,중구,서울 중구 퇴계로 218-5 (필동2가),37.5587734,126.9947209
177,177,이디야,태평로점,중구,서울 중구 세종대로11길 26 (서소문동),37.5622499,126.9744884
178,178,이디야,퇴계로2길점,중구,서울 중구 퇴계로2길 1 (남창동),37.5570175,126.9776915
179,179,이디야,한국은행점,중구,서울 중구 남대문로 29-2 (남대문로3가),37.5614432,126.9789639
180,180,이디야,회현SK리더스점,중구,"서울 중구 퇴계로 72 (회현동1가, 리더스뷰남산)",37.5609112,126.9797912
181,181,이디야,남성역점,동작구,서울 동작구 사당로17가길 13 (사당동),37.4838486,126.9732134
182,182,이디야,노들점,동작구,서울 동작구 노량진로 200 (노량진동),37.5136924,126.9440064
183,183,이디야,노량진CTS점,동작구,서울 동작구 노량진로 110 (노량진동),37.5131851,126.9380327
184,184,이디야,노량진드림스퀘어점,동작구,"서울 동작구 노들로2길 7 (노량진동, 노량진 드림스퀘어 복합빌딩)",37.5142788,126.9393867
185,185,이디야,노량진역사점,동작구,"서울 동작구 노량진로 지하 130 (노량진동, 9호선 노량진역)",37.514082,126.941687
186,186,이디야,대방역점,동작구,"서울 동작구 노량진로 24 (대방동, 한신빌딩)",37.512753,126.9535596
187,187,이디야,보라매공원점,동작구,서울 동작구 여의대방로 90 (신대방동),37.5147021,126.9270835
188,188,이디야,보라매점,동작구,"서울 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)",37.4913211,126.9243671
189,189,이디야,사당역점,동작구,서울 동작구 동작대로7길 100 (사당동),37.4785745,126.9793959
190,190,이디야,상도역점,동작구,서울 동작구 상도로 277 (상도1동),37.4938115,126.9557993
191,191,이디야,상도중앙점,동작구,서울 동작구 만양로 17 (상도동),37.5061874,126.9473371
192,192,이디야,상도파크엘점,동작구,"서울 동작구 양녕로 220 (상도동, 상도역 롯데캐슬 파크엘)",37.4952328,126.9427219
